id	site	contest	problem	title	difficulty	tags	includes	logged_at	memo_path	source_path	url	summary
codeforces/398/c	codeforces	398	c	C. Tree and Array	7	帰納的構築	enumerate/labeled_tree.hpp,enumerate/product.hpp,graph/shortest_path/warshall_floyd.hpp,random/random_graph.hpp,graph/tree.hpp	2026-07-08	log/codeforces/398/c/memo.md	log/codeforces/398/c/main.cpp	https://codeforces.com/contest/398/problem/C	$2n$ 頂点増やすと good pair が $n$ 組増える．という構造があればよいです．
codeforces/398/d	codeforces	398	d	D. Instant Messanger	5	次数による向きづけ,次数平方分割	ds/hashmap.hpp	2026-07-08	log/codeforces/398/d/memo.md	log/codeforces/398/d/main.cpp	https://codeforces.com/contest/398/problem/D	辺は頂点次数の小さい方から大きい方に向き付ければ，各頂点の出次数は小さいです．入ってくる辺による答は保持しておき，出ていく辺による答はクエリが来たときにとってくるようにします．
codeforces/398/e	codeforces	398	e	E. Sorting Permutations	7	マッチングによるスワップ,交互パス	mod/modint.hpp,enumerate/set_partitioin.hpp,graph/base.hpp,graph/path_cycle.hpp,mod/modfast.hpp	2026-07-08	log/codeforces/398/e/memo.md	log/codeforces/398/e/main.cpp	https://codeforces.com/contest/398/problem/E	問題文 2 文目で与えられる $k$ と，問題文後半および Input で与えられる $k$ は無関係！！！！
codeforces/600/a	codeforces	600	a	A. Extract Numbers	2			2026-07-18	log/codeforces/600/a/memo.md	log/codeforces/600/a/main.cpp	https://codeforces.com/contest/600/problem/A	区切り文字で分離したあと非負整数であるかどうかを判定します．
codeforces/600/b	codeforces	600	b	B. Queries about less or equal elements	1	二分探索		2026-07-18	log/codeforces/600/b/memo.md	log/codeforces/600/b/main.cpp	https://codeforces.com/contest/600/problem/B	ソートして二分探索します．
codeforces/600/c	codeforces	600	c	C. Make Palindrome	2	回文		2026-07-18	log/codeforces/600/c/memo.md	log/codeforces/600/c/main.cpp	https://codeforces.com/contest/600/problem/C	出現回数が奇数のものが 2 種類以上あるとき，そのうち最大のものを最小のものに書き換えます．辞書順最小化並べ替えは手前から貪欲に．
codeforces/600/d	codeforces	600	d	D. Area of Two Circles' Intersection	2	幾何,円の共通部分		2026-07-18	log/codeforces/600/d/memo.md	log/codeforces/600/d/main.cpp	https://codeforces.com/contest/600/problem/D	2 円の up to 合同での位置関係は，半径と中心間の距離だけから決まります．共通部分の面積は，扇型の面積を足したあと三角形を引く感じで
codeforces/600/e	codeforces	600	e	E. Lomsat gelral	3	マージテク,dsu_on_tree	graph/tree.hpp	2026-07-18	log/codeforces/600/e/memo.md	log/codeforces/600/e/main.cpp	https://codeforces.com/contest/600/problem/E	マージテクを使う木dp．
codeforces/600/f	codeforces	600	f	F. Edge coloring of bipartite graph	5	辺彩色	graph/bipartite_edge_coloring.hpp	2026-07-18	log/codeforces/600/f/memo.md	log/codeforces/600/f/main.cpp	https://codeforces.com/contest/600/problem/F	そのまま二部グラフ辺彩色の verify 問題です．
codeforces/1423/a	codeforces	1423	a	A. Wakanda Forever	6	stable_roommates,安定マッチング	graph/stable_roommate.hpp	2026-07-14	log/codeforces/1423/a/memo.md	log/codeforces/1423/a/main.cpp	https://codeforces.com/contest/1423/problem/A	安定二部マッチングの一般グラフ版のようなものが求められています．
codeforces/1423/b	codeforces	1423	b	B. Valuable Paper	3	二部マッチング	flow/bipartite.hpp	2026-07-14	log/codeforces/1423/b/memo.md	log/codeforces/1423/b/main.cpp	https://codeforces.com/contest/1423/problem/B	weight の軽い辺たちで完全マッチングを作れるかという二分探索をすればよいです．
codeforces/1423/c	codeforces	1423	c	C. Dušan's Railway	7	SQRT_tree	graph/base.hpp	2026-07-14	log/codeforces/1423/c/memo.md	log/codeforces/1423/c/main.cpp	https://codeforces.com/contest/1423/problem/C	$k=3$ で解く必要があります．
codeforces/1423/d	codeforces	1423	d	D. Does anyone else hate the wind?	4			2026-07-14	log/codeforces/1423/d/memo.md	log/codeforces/1423/d/main.cpp	https://codeforces.com/contest/1423/problem/D	単純な dp です．dp[day][row][col] を，可能な HP の max と定めるという要領です．
codeforces/1423/e	codeforces	1423	e	E. 5G Antenna Towers	4	幾何,交差判定	geo/base.hpp,random/base.hpp,geo/distance.hpp	2026-07-14	log/codeforces/1423/e/memo.md	log/codeforces/1423/e/main.cpp	https://codeforces.com/contest/1423/problem/E	円と多角形の交差判定をせよというのが問題の主要部です．
codeforces/1423/f	codeforces	1423	f	F. Coins	4	chip_firing_game,不変量		2026-07-14	log/codeforces/1423/f/memo.md	log/codeforces/1423/f/main.cpp	https://codeforces.com/contest/1423/problem/F	合計枚数が $N$ 枚のときだけ微妙です．
codeforces/1423/g	codeforces	1423	g	G. Growing flowers	7	区間種類数,実装	ds/segtree/segtree.hpp,ds/fastset.hpp,alg/monoid/add.hpp,ds/segtree/dual_segtree.hpp	2026-07-14	log/codeforces/1423/g/memo.md	log/codeforces/1423/g/main.cpp	https://codeforces.com/contest/1423/problem/G	区間種類数なので，まず
codeforces/1423/h	codeforces	1423	h	H. Virus	4	offline_dynamic_connectivity	ds/unionfind/rollback_unionfind.hpp,ds/rollback_array.hpp,ds/offline_query/add_remove_query.hpp	2026-07-14	log/codeforces/1423/h/memo.md	log/codeforces/1423/h/main.cpp	https://codeforces.com/contest/1423/problem/H	読解難ではある．
codeforces/1423/i	codeforces	1423	i	I. Lookup Tables	5		alg/monoid/or.hpp,ds/segtree/dual_segtree.hpp,ds/segtree/segtree.hpp	2026-07-14	log/codeforces/1423/i/memo.md	log/codeforces/1423/i/main.cpp	https://codeforces.com/contest/1423/problem/I	計算量を問わなければ，
codeforces/1423/j	codeforces	1423	j	J. Bubble Cup hypothesis	3	下から桁dp	mod/modint.hpp	2026-07-14	log/codeforces/1423/j/memo.md	log/codeforces/1423/j/main.cpp	https://codeforces.com/contest/1423/problem/J	$1$ の位（定数項）から決める桁dpでよいです．
codeforces/1423/k	codeforces	1423	k	K. Lonely Numbers	3		nt/primetable.hpp	2026-07-14	log/codeforces/1423/k/memo.md	log/codeforces/1423/k/main.cpp	https://codeforces.com/contest/1423/problem/K	合成数は lonely ではありません．実際 $a=px$ かつ $2\leq p, x$ であるとき， $b=p(x-1)$ とすれば三角形が成立します．
codeforces/1423/l	codeforces	1423	l	L. Light switches	3	半分全列挙	ds/hashmap.hpp,random/base.hpp	2026-07-14	log/codeforces/1423/l/memo.md	log/codeforces/1423/l/main.cpp	https://codeforces.com/contest/1423/problem/L	半分全列挙します．パートナーはハッシュなどで検索します．
codeforces/1423/m	codeforces	1423	m	M. Milutin's Plums	5	totally_monotone,smawk	other/io2.hpp,random/hash_pair.hpp,ds/hashmap.hpp,convex/smawk.hpp	2026-07-14	log/codeforces/1423/m/memo.md	log/codeforces/1423/m/main.cpp	https://codeforces.com/contest/1423/problem/M	そのまま，totally monotone matrix における行ごとの argmin を求める問題です．
codeforces/1423/n	codeforces	1423	n	N. BubbleSquare Tokens	7	構築,帰納的構成	graph/base.hpp	2026-07-14	log/codeforces/1423/n/memo.md	log/codeforces/1423/n/main.cpp	https://codeforces.com/contest/1423/problem/N	難しめの構築．
codeforces/2061/a	codeforces	2061	a	A. Kevin and Arithmetic	1			2026-07-19	log/codeforces/2061/a/memo.md	log/codeforces/2061/a/main.cpp	https://codeforces.com/contest/2061/problem/A	奇数の個数を数えます．
codeforces/2061/b	codeforces	2061	b	B. Kevin and Geometry	3			2026-07-19	log/codeforces/2061/b/memo.md	log/codeforces/2061/b/main.cpp	https://codeforces.com/contest/2061/problem/B	斜辺部分？としては，上下で使わなかった数のうちなるべく大きいものとしてよいです．
codeforces/2061/c	codeforces	2061	c	C. Kevin and Puzzle	3		mod/modint.hpp	2026-07-19	log/codeforces/2061/c/memo.md	log/codeforces/2061/c/main.cpp	https://codeforces.com/contest/2061/problem/C	末尾 $2$ 人の主張の真偽を key として dp できます．
codeforces/2061/d	codeforces	2061	d	D. Kevin and Numbers	2			2026-07-19	log/codeforces/2061/d/memo.md	log/codeforces/2061/d/main.cpp	https://codeforces.com/contest/2061/problem/D	逆操作で $b$ を分解して $a$ に持っていくように考えればよいです，
codeforces/2061/e	codeforces	2061	e	E. Kevin and And	4	min_plus_convolution,凸性の証明		2026-07-19	log/codeforces/2061/e/memo.md	log/codeforces/2061/e/main.cpp	https://codeforces.com/contest/2061/problem/E	各 $i$ に対して，操作回数ごとの最適解を求めておきます．これは $O(2^M)$ 時間かけて求めます．
codeforces/2061/f2	codeforces	2061	f2	F2. Kevin and Binary String (Hard Version)	6		string/run_length.hpp,alg/monoid/min.hpp,ds/segtree/segtree.hpp,ds/segtree/dual_segtree.hpp	2026-07-19	log/codeforces/2061/f2/memo.md	log/codeforces/2061/f2/main.cpp	https://codeforces.com/contest/2061/problem/F2	熱心に実装．
codeforces/2061/g	codeforces	2061	g	G. Kevin and Teams	5	インタラクティブ,帰納的構成	other/io2.hpp,random/base.hpp	2026-07-19	log/codeforces/2061/g/memo.md	log/codeforces/2061/g/main.cpp	https://codeforces.com/contest/2061/problem/G	$G$ またはその補グラフに，大きさ $N/3$ 程度のマッチングを見つける問題です．
codeforces/2061/h2	codeforces	2061	h2	H2. Kevin and Stones (Hard Version)	9	マッチング,木上の輸送	graph/base.hpp,flow/bipartite.hpp,ds/unionfind/unionfind.hpp,graph/path_cycle.hpp,graph/tree.hpp	2026-07-19	log/codeforces/2061/h2/memo.md	log/codeforces/2061/h2/main.cpp	https://codeforces.com/contest/2061/problem/H2	すごい．ほぼすべて解説を見ました．
codeforces/2061/i	codeforces	2061	i	I. Kevin and Nivek	8	2次元dpの分割統治高速化	convex/minplus_convolution.hpp	2026-07-19	log/codeforces/2061/i/memo.md	log/codeforces/2061/i/main.cpp	https://codeforces.com/contest/2061/problem/I	$i$ round 追えた時点での勝数を $j$ として，dp[i][j] という dp テーブルは考えられると思います．
codeforces/2225/a	codeforces	2225	a	A. A Number Between Two Others	2	整数論計算量		2026-07-01	log/codeforces/2225/a/memo.md	log/codeforces/2225/a/main.cpp	https://codeforces.com/contest/2225/problem/A	$x$ の倍数にしか興味がないので全体を $x$ で割って考えると， $y$ の約数ではない何かを探すという問題になります．
codeforces/2225/b	codeforces	2225	b	B. Alternating String	3			2026-07-01	log/codeforces/2225/b/memo.md	log/codeforces/2225/b/main.cpp	https://codeforces.com/contest/2225/problem/B	この問題文の書き方で "you are allowed to do it, but you don't have to do it" がカッコ書きで補足されているのが気づきにくすぎる．
codeforces/2225/c	codeforces	2225	c	C. Red-Black Pairs	2	dp		2026-07-01	log/codeforces/2225/c/memo.md	log/codeforces/2225/c/main.cpp	https://codeforces.com/contest/2225/problem/C	「縦置き」または「横置き 2 つ」を並べることになります．あとは基礎的な dp です．
codeforces/2225/d	codeforces	2225	d	D. Exceptional Segments	4	区間XORが0	mod/modint.hpp	2026-07-01	log/codeforces/2225/d/memo.md	log/codeforces/2225/d/main.cpp	https://codeforces.com/contest/2225/problem/D	$l,r$ の偶奇を考えます． $2^1$ の位以上の部分がどうなるかを考えると，だいたいのものが $2$ 個ずつ出てきて打ち消しあいます．その上で全体で $0$ になって欲しいと考えると，次のようなパターンだけだと分かります．
codeforces/2225/e	codeforces	2225	e	E. Covering Points with Circles	4	乱択アルゴリズム,最密充填,幾何構築	geo/base.hpp,random/base.hpp	2026-07-01	log/codeforces/2225/e/memo.md	log/codeforces/2225/e/main.cpp	https://codeforces.com/contest/2225/problem/E	最密充填的な並べ方をします． $H$ を $\sqrt{3}R$ 程度にとり， $(iR,jH)$ であって $i+j\equiv 0\pmod{2}$ というようにします．
codeforces/2225/f	codeforces	2225	f	F. String Cutting	4	文字列,文字列比較	string/suffix_array.hpp	2026-07-02	log/codeforces/2225/f/memo.md	log/codeforces/2225/f/main.cpp	https://codeforces.com/contest/2225/problem/F	実は，ちょうど $K$ 個に分けるパターンしか見ないでよいです．
codeforces/2225/g	codeforces	2225	g	G. Simple Problem	6	整数論,構築		2026-07-02	log/codeforces/2225/g/memo.md	log/codeforces/2225/g/main.cpp	https://codeforces.com/contest/2225/problem/G	【未証明パートあり】
codeforces/2245/a	codeforces	2245	a	A. Who Watches the Watchpig?	3			2026-07-17	log/codeforces/2245/a/memo.md	log/codeforces/2245/a/main.cpp	https://codeforces.com/contest/2245/problem/A	必要条件を考えます．はじめて $L$ であるような人が good であるため，左から $K$ 人は $R$ です．
codeforces/2245/b	codeforces	2245	b	B. Delete and Concatenate	4			2026-07-17	log/codeforces/2245/b/memo.md	log/codeforces/2245/b/main.cpp	https://codeforces.com/contest/2245/problem/B	まず，各要素から $c$ を引いてしまった上で操作コストは $0$ としてよいです．
codeforces/2245/c	codeforces	2245	c	C. MEXOR	4	構築		2026-07-17	log/codeforces/2245/c/memo.md	log/codeforces/2245/c/main.cpp	https://codeforces.com/contest/2245/problem/C	実験すると十分条件が予測できて，その必要性も簡単です．
codeforces/2245/d2	codeforces	2245	d2	D2. Construct an Array (Hard Version)	7	構築,potential,頂点倍加	graph/base.hpp,graph/strongly_connected_component.hpp	2026-07-17	log/codeforces/2245/d2/memo.md	log/codeforces/2245/d2/main.cpp	https://codeforces.com/contest/2245/problem/D2	いや難しいが．
codeforces/2245/e	codeforces	2245	e	E. Tom and Jerry	7	ゲーム	graph/base.hpp	2026-07-17	log/codeforces/2245/e/memo.md	log/codeforces/2245/e/main.cpp	https://codeforces.com/contest/2245/problem/E	最初の手番以降では，好きな根付き木を選んでプレイということになります．
codeforces/2245/f	codeforces	2245	f	F. Familiar?	7	区間dp,Cartesian_Tree	mod/modint.hpp	2026-07-17	log/codeforces/2245/f/memo.md	log/codeforces/2245/f/main.cpp	https://codeforces.com/contest/2245/problem/F	かなり気づかなかった．
codeforces/2245/g	codeforces	2245	g	G. NPC Challenge	7	インタラクティブ	other/io2.hpp,random/base.hpp,random/random_graph.hpp	2026-07-17	log/codeforces/2245/g/memo.md	log/codeforces/2245/g/main.cpp	https://codeforces.com/contest/2245/problem/G	**クエリコストの評価が不明！！**
codeforces/2246/a	codeforces	2246	a	A. farmpiggie and Subset Sum	2	構築		2026-07-13	log/codeforces/2246/a/memo.md	log/codeforces/2246/a/main.cpp	https://codeforces.com/contest/2246/problem/A	$S_i$ が偶数からなるように調整すればよいです．
codeforces/2246/b	codeforces	2246	b	B. ezraft and Array	3	構築,帰納的構成		2026-07-13	log/codeforces/2246/b/memo.md	log/codeforces/2246/b/main.cpp	https://codeforces.com/contest/2246/problem/B	総和を $S$ として， $b_i=S/a_i$ とすると， $\sum 1/b_i=1$ です．
codeforces/2246/c	codeforces	2246	c	C. 0mar and Alternating Sums	4		mod/modint.hpp,ds/segtree/segtree.hpp,alg/monoid/mul.hpp	2026-07-13	log/codeforces/2246/c/memo.md	log/codeforces/2246/c/main.cpp	https://codeforces.com/contest/2246/problem/C	結構ややこしや．
codeforces/2246/d	codeforces	2246	d	D. diss_quack and Array Game	4			2026-07-13	log/codeforces/2246/d/memo.md	log/codeforces/2246/d/main.cpp	https://codeforces.com/contest/2246/problem/D	- Alice が全体 $/2$ を選択できる回数：lowbit の min.
codeforces/2246/e	codeforces	2246	e	E. lce4113 and Security Game	4	インタラクティブ	other/io2.hpp,random/base.hpp	2026-07-13	log/codeforces/2246/e/memo.md	log/codeforces/2246/e/main.cpp	https://codeforces.com/contest/2246/problem/E	まず adaptive な以上，bit 同士の区別はなくて， $x$ は popcnt 分の情報しかありません．
codeforces/2246/f	codeforces	2246	f	F. Whoname and Unsorted Array	5	構築,ソート手順構築	seq/inversion.hpp,random/base.hpp	2026-07-13	log/codeforces/2246/f/memo.md	log/codeforces/2246/f/main.cpp	https://codeforces.com/contest/2246/problem/F	厳密には未証明だがまあ大丈夫だろうという解法です．
codeforces/2247/a	codeforces	2247	a	A. Zero Sum	2	parity,不変量		2026-07-19	log/codeforces/2247/a/memo.md	log/codeforces/2247/a/main.cpp	https://codeforces.com/contest/2247/problem/A	$1,-1$ の個数の parity が不変量になります．
codeforces/2247/b	codeforces	2247	b	B. Yet Another Constructive	3	構築		2026-07-19	log/codeforces/2247/b/memo.md	log/codeforces/2247/b/main.cpp	https://codeforces.com/contest/2247/problem/B	累累積和が $0,1,\ldots,K-1$ を周期的に並べたものになるようにすればよいです．
codeforces/2247/c	codeforces	2247	c	C. Inversion of a Subsequence	3			2026-07-19	log/codeforces/2247/c/memo.md	log/codeforces/2247/c/main.cpp	https://codeforces.com/contest/2247/problem/C	入力は， $(0,0),(0,1),(1,0),(1,1)$ の個数に圧縮できます．
codeforces/2247/d2	codeforces	2247	d2	D2. XOR Sorting (Hard Version)	4		ds/segtree/segtree.hpp	2026-07-19	log/codeforces/2247/d2/memo.md	log/codeforces/2247/d2/main.cpp	https://codeforces.com/contest/2247/problem/D2	雑な log^2 が TLE，確かに制約が大きめ．
codeforces/2247/e	codeforces	2247	e	E. Build a Tree	4	構築,木の構築,順列の構築	enumerate/labeled_tree.hpp,graph/tree.hpp	2026-07-19	log/codeforces/2247/e/memo.md	log/codeforces/2247/e/main.cpp	https://codeforces.com/contest/2247/problem/E	パスグラフだけで作れます．
codeforces/2247/f	codeforces	2247	f	F. Paths on a Grid	5	dominator_tree,ハッシュ	graph/dominator_tree.hpp,mod/modint.hpp,ds/unionfind/unionfind.hpp,graph/tree.hpp	2026-07-19	log/codeforces/2247/f/memo.md	log/codeforces/2247/f/main.cpp	https://codeforces.com/contest/2247/problem/F	「 $A$ を通るならば $B$ も通る，逆も然り」という関係のときに同値．
repovive/14/a	repovive	14	a	14A. Odd Sum Game	1			2026-06-30	log/repovive/14/a/memo.md	log/repovive/14/a/main.cpp	https://repovive.com/contests/14/problems/A	$k < n$ なら Yes です．小さい方 $k$ 個とって，ダメなら最大値をひとつずらすとできます．
repovive/14/b	repovive	14	b	14B. Queue Fronts	3	連長圧縮,貪欲	string/run_length.hpp	2026-06-30	log/repovive/14/b/memo.md	log/repovive/14/b/main.cpp	https://repovive.com/contests/14/problems/B	結局，全部結合しちゃったあとで $M$ 個に切り分けるという形です．
repovive/14/c	repovive	14	c	14C. Range Reversal	4	区間反転		2026-06-30	log/repovive/14/c/memo.md	log/repovive/14/c/main.cpp	https://repovive.com/contests/14/problems/C	区間内で，00, 11 の個数を数えて $a$, $b$ とします．
repovive/14/d	repovive	14	d	14D. Sleeping Journey	4	BFS	nt/rational.hpp,mod/modint.hpp,graph/shortest_path/bfs01.hpp	2026-06-30	log/repovive/14/d/memo.md	log/repovive/14/d/main.cpp	https://repovive.com/contests/14/problems/D	まず各点からの距離を求めておきます．各頂点にはこの値が書かれていると思って，グラフ構造は忘れてよいです．
repovive/14/e	repovive	14	e	14E. Palindromic Not	5	最短路問題,最短路復元,実験,帰納的構成	ds/unionfind/unionfind.hpp,graph/shortest_path/bfs01.hpp,graph/shortest_path/restore_path.hpp	2026-06-30	log/repovive/14/e/memo.md	log/repovive/14/e/main.cpp	https://repovive.com/contests/14/problems/E	実験します（ $2^N$ 頂点の無向グラフを作って連結性や最短距離の計算）．
repovive/14/f	repovive	14	f	14F. Connected Interval Prefixes	7	区間dp,区間を置いていくdp	mod/modint.hpp	2026-06-30	log/repovive/14/f/memo.md	log/repovive/14/f/main.cpp	https://repovive.com/contests/14/problems/F	valid な permutation について，和集合区間が増大するところに注目します．
repovive/15/a	repovive	15	a	15A. Different Parity	1			2026-07-06	log/repovive/15/a/memo.md	log/repovive/15/a/main.cpp	https://repovive.com/contests/15/problems/A	単に $2$ 個あれば偶数奇数が両方あります．
repovive/15/b	repovive	15	b	15B. Balanced Trio	1			2026-07-06	log/repovive/15/b/memo.md	log/repovive/15/b/main.cpp	https://repovive.com/contests/15/problems/B	合計 $(a+b+c)/2$ 個とると思ってインデックス順に取れる量を貪欲にとっていきます．
repovive/15/c	repovive	15	c	15C. Corner Meeting	2			2026-07-06	log/repovive/15/c/memo.md	log/repovive/15/c/main.cpp	https://repovive.com/contests/15/problems/C	両座標を減らせる操作と片方座標を減らせる操作があります．二分探索で判定しました．
repovive/15/d	repovive	15	d	15D. Distant Transfers	3	exchange_argument		2026-07-06	log/repovive/15/d/memo.md	log/repovive/15/d/main.cpp	https://repovive.com/contests/15/problems/D	$l$ にある余分と $r$ にある不足をマッチングすると考えます．
repovive/15/e	repovive	15	e	15E. Synchronized Inversions	3	転倒数	seq/inversion.hpp	2026-07-06	log/repovive/15/e/memo.md	log/repovive/15/e/main.cpp	https://repovive.com/contests/15/problems/E	隣接スワップで $-2,0,2$ だけ増減するため，max, min の間を同 parity で全部作れることになります．
repovive/15/f	repovive	15	f	15F. Magnetic Path	4		mod/modint.hpp,graph/tree.hpp	2026-07-06	log/repovive/15/f/memo.md	log/repovive/15/f/main.cpp	https://repovive.com/contests/15/problems/F	だいたい距離 $2$ ずつ近づくようにしますが， $N$ が奇数のときには $1$ 回だけどちらかを停止して進めます．
repovive/15/g	repovive	15	g	15G. Complementary Path	6	ハミルトンパス構築	graph/blackbox/complement_graph_bfs.hpp,graph/base.hpp,ds/splaytree/splaytree_basic.hpp	2026-07-06	log/repovive/15/g/memo.md	log/repovive/15/g/main.cpp	https://repovive.com/contests/15/problems/G	三角形のないグラフの補グラフにおけるハミルトンパスの構築問題．
yukicoder/3547	yukicoder		3547	No.3547 Rurumaru Function Problem	1			2026-07-14	log/yukicoder/3547/memo.md	log/yukicoder/3547/main.cpp	https://yukicoder.me/problems/no/3547	桁ごとに考えます．
yukicoder/3548	yukicoder		3548	No.3548 SigMax Digits (Construction ver.)	2	構築		2026-07-14	log/yukicoder/3548/memo.md	log/yukicoder/3548/main.cpp	https://yukicoder.me/problems/no/3548	なるべく $9+9+9+\cdots$ のような形になるように考えます．
yukicoder/3549	yukicoder		3549	No.3549 SigMax Digits (Judge ver.)	3	桁dp	ds/hashmap.hpp	2026-07-14	log/yukicoder/3549/memo.md	log/yukicoder/3549/main.cpp	https://yukicoder.me/problems/no/3549	桁最大値ごとの数え上げを桁dpで求めます．
yukicoder/3550	yukicoder		3550	No.3550 Another Rurumaru Function Problem	4			2026-07-14	log/yukicoder/3550/memo.md	log/yukicoder/3550/main.cpp	https://yukicoder.me/problems/no/3550	答えを上位桁から順に決めていきます．
yukicoder/3551	yukicoder		3551	No.3551 Regions by Random Points 2	2		mod/modint.hpp	2026-07-14	log/yukicoder/3551/memo.md	log/yukicoder/3551/main.cpp	https://yukicoder.me/problems/no/3551	交点の個数から領域の個数が決まります．交点の個数は $2$ 直線が交わる確率から期待値が出ます．
yukicoder/3552	yukicoder		3552	No.3552 Triangular Coloring	4	点彩色	other/mex.hpp	2026-07-14	log/yukicoder/3552/memo.md	log/yukicoder/3552/main.cpp	https://yukicoder.me/problems/no/3552	最後に「追加」された点は次数 $3$ 以下です．結局グラフは次数 $3$ 以下の頂点を削除し続ければ $3$ 頂点以下にできます．
yukicoder/3553	yukicoder		3553	No.3553 Good Quartet	4			2026-07-14	log/yukicoder/3553/memo.md	log/yukicoder/3553/main.cpp	https://yukicoder.me/problems/no/3553	証明してはいないのですが，実験して信じました．どこかで見たこともあったかも．
yukicoder/3554	yukicoder		3554	No.3554 Rurumaru Function Problem 2	4		other/exp_search.hpp	2026-07-14	log/yukicoder/3554/memo.md	log/yukicoder/3554/main.cpp	https://yukicoder.me/problems/no/3554	結局 $101010$ のタイプの数になります．それはそうという感じですが，桁数の境界のところで変なことが起きないかのチェックのために実験しました．
yukicoder/3593	yukicoder		3593	No.3593 I Love Sudoku	8	線形代数,構築,群,数独	ds/unionfind/unionfind.hpp,random/shuffle.hpp,linalg/matrix_mul.hpp	2026-07-17	log/yukicoder/3593/memo.md	log/yukicoder/3593/main.cpp	https://yukicoder.me/problems/no/3593	$9$ 元群 $G$ を用意します．
